pic_mean,pic_origin,RT,S,R,AC,s
2.864864865,Taiwan,1.289,unpleasant,pleasant,0,48 Germany
2.864864865,Taiwan,1.826,unpleasant,unpleasant,1,22 Germany
2.864864865,Taiwan,1.741,unpleasant,unpleasant,1,74 Germany
2.864864865,Taiwan,3.587,unpleasant,pleasant,0,72 Germany
2.864864865,Taiwan,1.684,unpleasant,pleasant,0,46 Germany
2.864864865,Taiwan,4.365,unpleasant,unpleasant,1,28 Germany
2.864864865,Taiwan,1.193,unpleasant,unpleasant,1,40 Germany
2.864864865,Taiwan,2.823,unpleasant,unpleasant,1,14 Germany
2.864864865,Taiwan,0.767,unpleasant,unpleasant,1,78 Germany
2.864864865,Taiwan,2.641,unpleasant,unpleasant,1,36 Germany
2.864864865,Taiwan,1.362,unpleasant,unpleasant,1,70 Germany
2.864864865,Taiwan,3.315,unpleasant,pleasant,0,32 Germany
2.864864865,Taiwan,2,unpleasant,pleasant,0,12 Germany
2.864864865,Taiwan,4.115,unpleasant,pleasant,0,60 Germany
2.864864865,Taiwan,4.578,unpleasant,pleasant,0,26 Germany
2.864864865,Taiwan,1.947,unpleasant,unpleasant,1,8 Germany
2.864864865,Taiwan,1.806,unpleasant,unpleasant,1,6 Germany
2.864864865,Taiwan,2.276,unpleasant,unpleasant,1,56 Germany
2.864864865,Taiwan,1.652,unpleasant,unpleasant,1,66 Germany
2.864864865,Taiwan,3.793,unpleasant,unpleasant,1,64 Germany
2.864864865,Taiwan,0.705,unpleasant,pleasant,0,54 Germany
2.864864865,Taiwan,1.357,unpleasant,unpleasant,1,30 Germany
2.864864865,Taiwan,1.529,unpleasant,unpleasant,1,82 Germany
2.864864865,Taiwan,1.928,unpleasant,unpleasant,1,2 Germany
2.864864865,Taiwan,0.775,unpleasant,unpleasant,1,50 Germany
2.864864865,Taiwan,1.99,unpleasant,unpleasant,1,20 Germany
2.864864865,Taiwan,1.123,unpleasant,unpleasant,1,18 Germany
2.864864865,Taiwan,2.462,unpleasant,unpleasant,1,4 Germany
2.864864865,Taiwan,4.605,unpleasant,unpleasant,1,34 Germany
2.864864865,Taiwan,1.349,unpleasant,unpleasant,1,38 Germany
2.864864865,Taiwan,0.772,unpleasant,unpleasant,1,10 Germany
2.864864865,Taiwan,1.617,unpleasant,unpleasant,1,16 Germany
2.864864865,Taiwan,1.974,unpleasant,unpleasant,1,68 Germany
2.864864865,Taiwan,2.306,unpleasant,unpleasant,1,58 Germany
2.864864865,Taiwan,4.89,unpleasant,pleasant,0,52 Germany
2.864864865,Taiwan,1.12,unpleasant,unpleasant,1,42 Germany
2.864864865,Taiwan,2.871,unpleasant,unpleasant,1,76 Germany
1.945945946,Taiwan,0.756,unpleasant,unpleasant,1,46 Germany
1.945945946,Taiwan,0.788,unpleasant,unpleasant,1,18 Germany
1.945945946,Taiwan,1.362,unpleasant,unpleasant,1,22 Germany
1.945945946,Taiwan,0.959,unpleasant,unpleasant,1,16 Germany
1.945945946,Taiwan,1.059,unpleasant,unpleasant,1,6 Germany
1.945945946,Taiwan,1.446,unpleasant,unpleasant,1,56 Germany
1.945945946,Taiwan,0.716,unpleasant,unpleasant,1,82 Germany
1.945945946,Taiwan,1.069,unpleasant,unpleasant,1,40 Germany
1.945945946,Taiwan,3.569,unpleasant,pleasant,0,52 Germany
1.945945946,Taiwan,0.849,unpleasant,unpleasant,1,30 Germany
1.945945946,Taiwan,2.599,unpleasant,unpleasant,1,8 Germany
1.945945946,Taiwan,1.259,unpleasant,unpleasant,1,4 Germany
1.945945946,Taiwan,0.722,unpleasant,unpleasant,1,78 Germany
1.945945946,Taiwan,1.588,unpleasant,unpleasant,1,58 Germany
1.945945946,Taiwan,0.844,unpleasant,unpleasant,1,80 Germany
1.945945946,Taiwan,0.716,unpleasant,unpleasant,1,50 Germany
1.945945946,Taiwan,0.677,unpleasant,unpleasant,1,66 Germany
1.945945946,Taiwan,0.719,unpleasant,unpleasant,1,44 Germany
1.945945946,Taiwan,0.712,unpleasant,unpleasant,1,38 Germany
1.945945946,Taiwan,0.59,unpleasant,unpleasant,1,54 Germany
1.945945946,Taiwan,1.161,unpleasant,unpleasant,1,68 Germany
1.945945946,Taiwan,0.994,unpleasant,unpleasant,1,26 Germany
1.945945946,Taiwan,0.522,unpleasant,unpleasant,1,70 Germany
1.945945946,Taiwan,0.971,unpleasant,unpleasant,1,76 Germany
1.945945946,Taiwan,1.189,unpleasant,unpleasant,1,42 Germany
1.945945946,Taiwan,1.222,unpleasant,unpleasant,1,72 Germany
1.945945946,Taiwan,0.831,unpleasant,unpleasant,1,28 Germany
1.945945946,Taiwan,1.251,unpleasant,unpleasant,1,48 Germany
1.945945946,Taiwan,1.502,unpleasant,unpleasant,1,12 Germany
1.945945946,Taiwan,1.181,unpleasant,unpleasant,1,36 Germany
1.945945946,Taiwan,0.977,unpleasant,unpleasant,1,32 Germany
1.945945946,Taiwan,1.794,unpleasant,unpleasant,1,64 Germany
1.945945946,Taiwan,1.03,unpleasant,unpleasant,1,34 Germany
1.945945946,Taiwan,1.127,unpleasant,unpleasant,1,60 Germany
1.945945946,Taiwan,1.349,unpleasant,unpleasant,1,14 Germany
1.945945946,Taiwan,0.757,unpleasant,unpleasant,1,10 Germany
1.945945946,Taiwan,1.09,unpleasant,pleasant,0,2 Germany
1.945945946,Taiwan,1.461,unpleasant,pleasant,0,20 Germany
0.945945946,Taiwan,2.961,unpleasant,unpleasant,1,20 Germany
0.945945946,Taiwan,1.242,unpleasant,unpleasant,1,26 Germany
0.945945946,Taiwan,1.266,unpleasant,unpleasant,1,68 Germany
0.945945946,Taiwan,1.264,unpleasant,unpleasant,1,22 Germany
0.945945946,Taiwan,0.836,unpleasant,unpleasant,1,78 Germany
0.945945946,Taiwan,1.469,unpleasant,unpleasant,1,72 Germany
0.945945946,Taiwan,0.815,unpleasant,unpleasant,1,30 Germany
0.945945946,Taiwan,1.358,unpleasant,unpleasant,1,58 Germany
0.945945946,Taiwan,2.169,unpleasant,unpleasant,1,56 Germany
0.945945946,Taiwan,1.088,unpleasant,unpleasant,1,4 Germany
0.945945946,Taiwan,0.838,unpleasant,unpleasant,1,16 Germany
0.945945946,Taiwan,1.319,unpleasant,unpleasant,1,12 Germany
0.945945946,Taiwan,1.11,unpleasant,unpleasant,1,34 Germany
0.945945946,Taiwan,2.447,unpleasant,unpleasant,1,48 Germany
0.945945946,Taiwan,0.607,unpleasant,unpleasant,1,10 Germany
0.945945946,Taiwan,1.031,unpleasant,unpleasant,1,36 Germany
0.945945946,Taiwan,0.989,unpleasant,unpleasant,1,64 Germany
0.945945946,Taiwan,1.28,unpleasant,unpleasant,1,70 Germany
0.945945946,Taiwan,0.932,unpleasant,unpleasant,1,66 Germany
0.945945946,Taiwan,1.255,unpleasant,unpleasant,1,2 Germany
0.945945946,Taiwan,0.988,unpleasant,unpleasant,1,80 Germany
0.945945946,Taiwan,0.816,unpleasant,unpleasant,1,28 Germany
0.945945946,Taiwan,0.869,unpleasant,unpleasant,1,50 Germany
0.945945946,Taiwan,1.24,unpleasant,unpleasant,1,6 Germany
0.945945946,Taiwan,5.103,unpleasant,unpleasant,1,52 Germany
0.945945946,Taiwan,1.409,unpleasant,unpleasant,1,14 Germany
0.945945946,Taiwan,0.933,unpleasant,unpleasant,1,46 Germany
0.945945946,Taiwan,0.877,unpleasant,unpleasant,1,42 Germany
0.945945946,Taiwan,0.719,unpleasant,unpleasant,1,82 Germany
0.945945946,Taiwan,0.716,unpleasant,unpleasant,1,54 Germany
0.945945946,Taiwan,2.421,unpleasant,unpleasant,1,60 Germany
0.945945946,Taiwan,1.752,unpleasant,unpleasant,1,18 Germany
0.945945946,Taiwan,0.986,unpleasant,unpleasant,1,40 Germany
0.945945946,Taiwan,1.316,unpleasant,unpleasant,1,32 Germany
0.945945946,Taiwan,1.119,unpleasant,unpleasant,1,38 Germany
0.945945946,Taiwan,1.1,unpleasant,unpleasant,1,74 Germany
0.945945946,Taiwan,0.806,unpleasant,unpleasant,1,44 Germany
0.945945946,Taiwan,1.938,unpleasant,unpleasant,1,8 Germany
0.945945946,Taiwan,1.034,unpleasant,unpleasant,1,76 Germany
2.513513514,NAPS,2.269,unpleasant,pleasant,0,42 Germany
2.513513514,NAPS,2.505,unpleasant,unpleasant,1,8 Germany
2.513513514,NAPS,1.225,unpleasant,unpleasant,1,74 Germany
2.513513514,NAPS,1.277,unpleasant,unpleasant,1,16 Germany
2.513513514,NAPS,1.358,unpleasant,unpleasant,1,68 Germany
2.513513514,NAPS,1.103,unpleasant,unpleasant,1,76 Germany
2.513513514,NAPS,1.203,unpleasant,unpleasant,1,72 Germany
2.513513514,NAPS,2.134,unpleasant,pleasant,0,60 Germany
2.513513514,NAPS,1.219,unpleasant,unpleasant,1,64 Germany
2.513513514,NAPS,1.187,unpleasant,unpleasant,1,28 Germany
2.513513514,NAPS,1.264,unpleasant,unpleasant,1,46 Germany
2.513513514,NAPS,0.784,unpleasant,unpleasant,1,70 Germany
2.513513514,NAPS,0.633,unpleasant,unpleasant,1,40 Germany
2.513513514,NAPS,1.577,unpleasant,unpleasant,1,18 Germany
2.513513514,NAPS,0.854,unpleasant,unpleasant,1,14 Germany
2.513513514,NAPS,0.823,unpleasant,unpleasant,1,2 Germany
2.513513514,NAPS,1.175,unpleasant,unpleasant,1,32 Germany
2.513513514,NAPS,1.636,unpleasant,unpleasant,1,12 Germany
2.513513514,NAPS,1.809,unpleasant,unpleasant,1,82 Germany
2.513513514,NAPS,0.612,unpleasant,unpleasant,1,10 Germany
2.513513514,NAPS,0.604,unpleasant,unpleasant,1,50 Germany
2.513513514,NAPS,4.89,unpleasant,unpleasant,1,52 Germany
2.513513514,NAPS,1.831,unpleasant,unpleasant,1,56 Germany
2.513513514,NAPS,0.784,unpleasant,unpleasant,1,44 Germany
2.513513514,NAPS,0.677,unpleasant,unpleasant,1,48 Germany
2.513513514,NAPS,0.816,unpleasant,unpleasant,1,80 Germany
2.513513514,NAPS,0.909,unpleasant,pleasant,0,66 Germany
2.513513514,NAPS,2.582,unpleasant,unpleasant,1,20 Germany
2.513513514,NAPS,1.125,unpleasant,unpleasant,1,58 Germany
2.513513514,NAPS,1.039,unpleasant,unpleasant,1,78 Germany
2.513513514,NAPS,1.124,unpleasant,unpleasant,1,4 Germany
2.513513514,NAPS,1.879,unpleasant,unpleasant,1,22 Germany
2.513513514,NAPS,0.802,unpleasant,unpleasant,1,30 Germany
2.513513514,NAPS,0.895,unpleasant,unpleasant,1,34 Germany
2.513513514,NAPS,3.023,unpleasant,pleasant,0,26 Germany
2.513513514,NAPS,1.198,unpleasant,unpleasant,1,6 Germany
2.513513514,NAPS,2.601,unpleasant,unpleasant,1,36 Germany
2.513513514,NAPS,0.727,unpleasant,unpleasant,1,54 Germany
2.513513514,NAPS,2.677,unpleasant,unpleasant,1,38 Germany
1.972972973,NAPS,0.962,unpleasant,unpleasant,1,10 Germany
1.972972973,NAPS,1.292,unpleasant,unpleasant,1,70 Germany
1.972972973,NAPS,1.401,unpleasant,unpleasant,1,32 Germany
1.972972973,NAPS,1.527,unpleasant,unpleasant,1,68 Germany
1.972972973,NAPS,2.211,unpleasant,unpleasant,1,58 Germany
1.972972973,NAPS,1.928,unpleasant,unpleasant,1,16 Germany
1.972972973,NAPS,2.559,unpleasant,unpleasant,1,60 Germany
1.972972973,NAPS,1.454,unpleasant,unpleasant,1,4 Germany
1.972972973,NAPS,2.158,unpleasant,unpleasant,1,82 Germany
1.972972973,NAPS,1.543,unpleasant,unpleasant,1,2 Germany
1.972972973,NAPS,2.641,unpleasant,unpleasant,1,56 Germany
1.972972973,NAPS,1.407,unpleasant,unpleasant,1,40 Germany
1.972972973,NAPS,1.292,unpleasant,unpleasant,1,14 Germany
1.972972973,NAPS,1.535,unpleasant,unpleasant,1,46 Germany
1.972972973,NAPS,0.992,unpleasant,unpleasant,1,50 Germany
1.972972973,NAPS,0.849,unpleasant,unpleasant,1,30 Germany
1.972972973,NAPS,4.148,unpleasant,unpleasant,1,20 Germany
1.972972973,NAPS,1.354,unpleasant,unpleasant,1,36 Germany
1.972972973,NAPS,1.024,unpleasant,unpleasant,1,34 Germany
1.972972973,NAPS,1.11,unpleasant,unpleasant,1,76 Germany
1.972972973,NAPS,1.19,unpleasant,unpleasant,1,80 Germany
1.972972973,NAPS,2.316,unpleasant,unpleasant,1,12 Germany
1.972972973,NAPS,2.51,unpleasant,unpleasant,1,38 Germany
1.972972973,NAPS,1.869,unpleasant,unpleasant,1,22 Germany
1.972972973,NAPS,1.206,unpleasant,unpleasant,1,66 Germany
1.972972973,NAPS,2.886,unpleasant,unpleasant,1,52 Germany
1.972972973,NAPS,2.364,unpleasant,unpleasant,1,48 Germany
1.972972973,NAPS,1.891,unpleasant,unpleasant,1,18 Germany
1.972972973,NAPS,2.57,unpleasant,pleasant,0,26 Germany
1.972972973,NAPS,1.16,unpleasant,unpleasant,1,54 Germany
1.972972973,NAPS,1.383,unpleasant,unpleasant,1,74 Germany
1.972972973,NAPS,0.932,unpleasant,unpleasant,1,42 Germany
1.972972973,NAPS,1.454,unpleasant,unpleasant,1,8 Germany
1.972972973,NAPS,0.925,unpleasant,unpleasant,1,78 Germany
1.972972973,NAPS,1.083,unpleasant,unpleasant,1,44 Germany
1.972972973,NAPS,1.21,unpleasant,unpleasant,1,72 Germany
1.972972973,NAPS,5.293,unpleasant,unpleasant,1,28 Germany
1.972972973,NAPS,3.741,unpleasant,unpleasant,1,64 Germany
1.972972973,NAPS,1.735,unpleasant,unpleasant,1,6 Germany
5.324324324,NAPS,1.647,pleasant,unpleasant,0,44 Germany
5.324324324,NAPS,0.851,pleasant,pleasant,1,30 Germany
5.324324324,NAPS,2.205,pleasant,unpleasant,0,74 Germany
5.324324324,NAPS,4.971,pleasant,unpleasant,0,34 Germany
5.324324324,NAPS,2.032,pleasant,unpleasant,0,6 Germany
5.324324324,NAPS,3.858,pleasant,pleasant,1,60 Germany
5.324324324,NAPS,2.237,pleasant,pleasant,1,64 Germany
5.324324324,NAPS,0.924,pleasant,pleasant,1,46 Germany
5.324324324,NAPS,0.704,pleasant,unpleasant,0,66 Germany
5.324324324,NAPS,2.217,pleasant,unpleasant,0,16 Germany
5.324324324,NAPS,1.899,pleasant,unpleasant,0,56 Germany
5.324324324,NAPS,1.853,pleasant,unpleasant,0,68 Germany
5.324324324,NAPS,2.491,pleasant,pleasant,1,32 Germany
5.324324324,NAPS,1.129,pleasant,unpleasant,0,22 Germany
5.324324324,NAPS,1.214,pleasant,unpleasant,0,26 Germany
5.324324324,NAPS,0.989,pleasant,unpleasant,0,50 Germany
5.324324324,NAPS,4.085,pleasant,unpleasant,0,12 Germany
5.324324324,NAPS,0.838,pleasant,pleasant,1,76 Germany
5.324324324,NAPS,2.069,pleasant,pleasant,1,58 Germany
5.324324324,NAPS,1.306,pleasant,pleasant,1,80 Germany
5.324324324,NAPS,1.222,pleasant,pleasant,1,8 Germany
5.324324324,NAPS,1.034,pleasant,pleasant,1,10 Germany
5.324324324,NAPS,0.689,pleasant,pleasant,1,54 Germany
5.324324324,NAPS,1.796,pleasant,pleasant,1,52 Germany
5.324324324,NAPS,0.857,pleasant,pleasant,1,78 Germany
5.324324324,NAPS,5.94,pleasant,pleasant,1,20 Germany
5.324324324,NAPS,1.475,pleasant,pleasant,1,28 Germany
5.324324324,NAPS,2.776,pleasant,unpleasant,0,4 Germany
5.324324324,NAPS,1.075,pleasant,pleasant,1,2 Germany
5.324324324,NAPS,1.287,pleasant,unpleasant,0,72 Germany
5.324324324,NAPS,1.191,pleasant,pleasant,1,48 Germany
5.324324324,NAPS,0.806,pleasant,pleasant,1,40 Germany
5.324324324,NAPS,1.098,pleasant,pleasant,1,70 Germany
5.324324324,NAPS,3.188,pleasant,unpleasant,0,36 Germany
5.324324324,NAPS,1.662,pleasant,pleasant,1,18 Germany
5.324324324,NAPS,1.552,pleasant,unpleasant,0,82 Germany
5.324324324,NAPS,3.148,pleasant,pleasant,1,14 Germany
5.324324324,NAPS,1.303,pleasant,unpleasant,0,38 Germany
5.324324324,NAPS,0.785,pleasant,unpleasant,0,42 Germany
0.837837838,NAPS,3.354,unpleasant,unpleasant,1,64 Germany
0.837837838,NAPS,1.356,unpleasant,unpleasant,1,14 Germany
0.837837838,NAPS,1.181,unpleasant,unpleasant,1,28 Germany
0.837837838,NAPS,0.635,unpleasant,unpleasant,1,82 Germany
0.837837838,NAPS,0.822,unpleasant,unpleasant,1,2 Germany
0.837837838,NAPS,0.873,unpleasant,unpleasant,1,10 Germany
0.837837838,NAPS,1.36,unpleasant,unpleasant,1,22 Germany
0.837837838,NAPS,1.822,unpleasant,unpleasant,1,60 Germany
0.837837838,NAPS,1.394,unpleasant,unpleasant,1,58 Germany
0.837837838,NAPS,0.83,unpleasant,unpleasant,1,78 Germany
0.837837838,NAPS,0.787,unpleasant,unpleasant,1,46 Germany
0.837837838,NAPS,1.023,unpleasant,unpleasant,1,50 Germany
0.837837838,NAPS,2.221,unpleasant,unpleasant,1,36 Germany
0.837837838,NAPS,1.148,unpleasant,unpleasant,1,48 Germany
0.837837838,NAPS,0.946,unpleasant,unpleasant,1,12 Germany
0.837837838,NAPS,1.021,unpleasant,unpleasant,1,34 Germany
0.837837838,NAPS,1.49,unpleasant,unpleasant,1,56 Germany
0.837837838,NAPS,2.906,unpleasant,unpleasant,1,4 Germany
0.837837838,NAPS,0.846,unpleasant,unpleasant,1,8 Germany
0.837837838,NAPS,1.02,unpleasant,unpleasant,1,32 Germany
0.837837838,NAPS,0.678,unpleasant,unpleasant,1,40 Germany
0.837837838,NAPS,0.585,unpleasant,unpleasant,1,44 Germany
0.837837838,NAPS,0.829,unpleasant,unpleasant,1,42 Germany
0.837837838,NAPS,2.282,unpleasant,unpleasant,1,20 Germany
0.837837838,NAPS,1.035,unpleasant,unpleasant,1,76 Germany
0.837837838,NAPS,0.817,unpleasant,unpleasant,1,38 Germany
0.837837838,NAPS,1.076,unpleasant,unpleasant,1,72 Germany
0.837837838,NAPS,0.612,unpleasant,unpleasant,1,54 Germany
0.837837838,NAPS,1.215,unpleasant,unpleasant,1,16 Germany
0.837837838,NAPS,1.631,unpleasant,unpleasant,1,6 Germany
0.837837838,NAPS,3.606,unpleasant,unpleasant,1,52 Germany
0.837837838,NAPS,1.857,unpleasant,unpleasant,1,18 Germany
0.837837838,NAPS,1.419,unpleasant,unpleasant,1,74 Germany
0.837837838,NAPS,0.701,unpleasant,unpleasant,1,30 Germany
0.837837838,NAPS,1.079,unpleasant,unpleasant,1,66 Germany
0.837837838,NAPS,1.535,unpleasant,unpleasant,1,80 Germany
0.837837838,NAPS,1.387,unpleasant,unpleasant,1,68 Germany
0.837837838,NAPS,0.983,unpleasant,unpleasant,1,26 Germany
2.189189189,NAPS,1.344,unpleasant,pleasant,0,52 Germany
2.189189189,NAPS,2.888,unpleasant,unpleasant,1,36 Germany
2.189189189,NAPS,0.637,unpleasant,unpleasant,1,8 Germany
2.189189189,NAPS,4.364,unpleasant,unpleasant,1,12 Germany
2.189189189,NAPS,1.831,unpleasant,unpleasant,1,6 Germany
2.189189189,NAPS,1.666,unpleasant,unpleasant,1,10 Germany
2.189189189,NAPS,3.161,unpleasant,unpleasant,1,22 Germany
2.189189189,NAPS,2.551,unpleasant,unpleasant,1,44 Germany
2.189189189,NAPS,2.813,unpleasant,unpleasant,1,26 Germany
2.189189189,NAPS,0.775,unpleasant,unpleasant,1,50 Germany
2.189189189,NAPS,0.963,unpleasant,unpleasant,1,54 Germany
2.189189189,NAPS,3.919,unpleasant,unpleasant,1,74 Germany
2.189189189,NAPS,2.237,unpleasant,unpleasant,1,18 Germany
2.189189189,NAPS,1.954,unpleasant,unpleasant,1,66 Germany
2.189189189,NAPS,1.607,unpleasant,unpleasant,1,82 Germany
2.189189189,NAPS,2.624,unpleasant,unpleasant,1,80 Germany
2.189189189,NAPS,1.011,unpleasant,unpleasant,1,70 Germany
2.189189189,NAPS,1.227,unpleasant,unpleasant,1,60 Germany
2.189189189,NAPS,1.919,unpleasant,unpleasant,1,68 Germany
2.189189189,NAPS,1.109,unpleasant,pleasant,0,76 Germany
2.189189189,NAPS,2.201,unpleasant,unpleasant,1,72 Germany
2.189189189,NAPS,1.599,unpleasant,unpleasant,1,32 Germany
2.189189189,NAPS,1.929,unpleasant,unpleasant,1,58 Germany
2.189189189,NAPS,1.602,unpleasant,unpleasant,1,56 Germany
2.189189189,NAPS,1.533,unpleasant,unpleasant,1,38 Germany
2.189189189,NAPS,0.931,unpleasant,pleasant,0,40 Germany
2.189189189,NAPS,1.688,unpleasant,unpleasant,1,28 Germany
2.189189189,NAPS,1.295,unpleasant,unpleasant,1,16 Germany
2.189189189,NAPS,1.911,unpleasant,unpleasant,1,14 Germany
2.189189189,NAPS,1.59,unpleasant,unpleasant,1,78 Germany
2.189189189,NAPS,1.143,unpleasant,unpleasant,1,42 Germany
2.189189189,NAPS,0.95,unpleasant,unpleasant,1,34 Germany
2.189189189,NAPS,1.074,unpleasant,unpleasant,1,30 Germany
2.189189189,NAPS,2.621,unpleasant,unpleasant,1,64 Germany
2.189189189,NAPS,1.834,unpleasant,unpleasant,1,46 Germany
2.189189189,NAPS,1.367,unpleasant,unpleasant,1,48 Germany
2.189189189,NAPS,2.351,unpleasant,unpleasant,1,20 Germany
2.189189189,NAPS,2.045,unpleasant,unpleasant,1,4 Germany
2.243243243,NAPS,1.84,unpleasant,unpleasant,1,74 Germany
2.243243243,NAPS,2.954,unpleasant,unpleasant,1,36 Germany
2.243243243,NAPS,1.276,unpleasant,unpleasant,1,26 Germany
2.243243243,NAPS,2.213,unpleasant,unpleasant,1,18 Germany
2.243243243,NAPS,1.562,unpleasant,unpleasant,1,4 Germany
2.243243243,NAPS,1.567,unpleasant,unpleasant,1,60 Germany
2.243243243,NAPS,1.678,unpleasant,unpleasant,1,16 Germany
2.243243243,NAPS,2.192,unpleasant,pleasant,0,52 Germany
2.243243243,NAPS,1.676,unpleasant,unpleasant,1,56 Germany
2.243243243,NAPS,2,unpleasant,unpleasant,1,66 Germany
2.243243243,NAPS,1.698,unpleasant,unpleasant,1,70 Germany
2.243243243,NAPS,0.757,unpleasant,unpleasant,1,50 Germany
2.243243243,NAPS,3.846,unpleasant,unpleasant,1,12 Germany
2.243243243,NAPS,1.684,unpleasant,unpleasant,1,72 Germany
2.243243243,NAPS,1.175,unpleasant,unpleasant,1,80 Germany
2.243243243,NAPS,1.674,unpleasant,unpleasant,1,64 Germany
2.243243243,NAPS,1.399,unpleasant,unpleasant,1,68 Germany
2.243243243,NAPS,0.969,unpleasant,unpleasant,1,38 Germany
2.243243243,NAPS,1.092,unpleasant,unpleasant,1,78 Germany
2.243243243,NAPS,1.13,unpleasant,unpleasant,1,76 Germany
2.243243243,NAPS,7.125,unpleasant,pleasant,0,20 Germany
2.243243243,NAPS,0.723,unpleasant,unpleasant,1,40 Germany
2.243243243,NAPS,1.893,unpleasant,unpleasant,1,8 Germany
2.243243243,NAPS,1.765,unpleasant,unpleasant,1,48 Germany
2.243243243,NAPS,2.156,unpleasant,unpleasant,1,22 Germany
2.243243243,NAPS,1.322,unpleasant,unpleasant,1,42 Germany
2.243243243,NAPS,1.322,unpleasant,unpleasant,1,44 Germany
2.243243243,NAPS,2.108,unpleasant,unpleasant,1,82 Germany
2.243243243,NAPS,1.545,unpleasant,unpleasant,1,6 Germany
2.243243243,NAPS,0.874,unpleasant,unpleasant,1,10 Germany
2.243243243,NAPS,1.291,unpleasant,unpleasant,1,58 Germany
2.243243243,NAPS,0.719,unpleasant,pleasant,0,30 Germany
2.243243243,NAPS,0.674,unpleasant,pleasant,0,54 Germany
2.243243243,NAPS,2.123,unpleasant,unpleasant,1,32 Germany
2.243243243,NAPS,1.932,unpleasant,unpleasant,1,34 Germany
2.243243243,NAPS,1.745,unpleasant,unpleasant,1,2 Germany
2.243243243,NAPS,2.717,unpleasant,pleasant,0,46 Germany
2.243243243,NAPS,4.87,unpleasant,pleasant,0,28 Germany
2.243243243,NAPS,1.414,unpleasant,unpleasant,1,14 Germany
1.162162162,NAPS,1.075,unpleasant,unpleasant,1,28 Germany
1.162162162,NAPS,3.704,unpleasant,unpleasant,1,52 Germany
1.162162162,NAPS,0.951,unpleasant,unpleasant,1,82 Germany
1.162162162,NAPS,2.412,unpleasant,unpleasant,1,64 Germany
1.162162162,NAPS,1.297,unpleasant,unpleasant,1,6 Germany
1.162162162,NAPS,0.75,unpleasant,unpleasant,1,76 Germany
1.162162162,NAPS,0.858,unpleasant,unpleasant,1,22 Germany
1.162162162,NAPS,0.68,unpleasant,unpleasant,1,10 Germany
1.162162162,NAPS,0.628,unpleasant,unpleasant,1,72 Germany
1.162162162,NAPS,1.201,unpleasant,unpleasant,1,20 Germany
1.162162162,NAPS,0.844,unpleasant,unpleasant,1,14 Germany
1.162162162,NAPS,2.304,unpleasant,unpleasant,1,58 Germany
1.162162162,NAPS,1.118,unpleasant,unpleasant,1,50 Germany
1.162162162,NAPS,0.801,unpleasant,unpleasant,1,70 Germany
1.162162162,NAPS,0.982,unpleasant,unpleasant,1,36 Germany
1.162162162,NAPS,0.95,unpleasant,unpleasant,1,16 Germany
1.162162162,NAPS,2.067,unpleasant,unpleasant,1,12 Germany
1.162162162,NAPS,2.759,unpleasant,unpleasant,1,60 Germany
1.162162162,NAPS,0.904,unpleasant,unpleasant,1,80 Germany
1.162162162,NAPS,0.964,unpleasant,unpleasant,1,66 Germany
1.162162162,NAPS,1.716,unpleasant,unpleasant,1,56 Germany
1.162162162,NAPS,0.988,unpleasant,unpleasant,1,32 Germany
1.162162162,NAPS,0.674,unpleasant,unpleasant,1,42 Germany
1.162162162,NAPS,0.736,unpleasant,unpleasant,1,30 Germany
1.162162162,NAPS,2.325,unpleasant,unpleasant,1,8 Germany
1.162162162,NAPS,1.534,unpleasant,unpleasant,1,68 Germany
1.162162162,NAPS,0.935,unpleasant,unpleasant,1,40 Germany
1.162162162,NAPS,1.021,unpleasant,unpleasant,1,46 Germany
1.162162162,NAPS,1.818,unpleasant,unpleasant,1,26 Germany
1.162162162,NAPS,0.666,unpleasant,unpleasant,1,18 Germany
1.162162162,NAPS,3.318,unpleasant,unpleasant,1,34 Germany
1.162162162,NAPS,0.703,unpleasant,unpleasant,1,54 Germany
1.162162162,NAPS,2.169,unpleasant,unpleasant,1,4 Germany
1.162162162,NAPS,0.687,unpleasant,unpleasant,1,44 Germany
1.162162162,NAPS,1.463,unpleasant,unpleasant,1,74 Germany
1.162162162,NAPS,0.8,unpleasant,unpleasant,1,78 Germany
1.162162162,NAPS,0.971,unpleasant,unpleasant,1,2 Germany
1.162162162,NAPS,1.149,unpleasant,unpleasant,1,48 Germany
1.081081081,NAPS,1.124,unpleasant,unpleasant,1,2 Germany
1.081081081,NAPS,2.59,unpleasant,unpleasant,1,70 Germany
1.081081081,NAPS,1.803,unpleasant,unpleasant,1,48 Germany
1.081081081,NAPS,1.779,unpleasant,unpleasant,1,12 Germany
1.081081081,NAPS,0.999,unpleasant,unpleasant,1,34 Germany
1.081081081,NAPS,1.071,unpleasant,unpleasant,1,60 Germany
1.081081081,NAPS,1.24,unpleasant,unpleasant,1,22 Germany
1.081081081,NAPS,0.819,unpleasant,unpleasant,1,10 Germany
1.081081081,NAPS,1.318,unpleasant,unpleasant,1,6 Germany
1.081081081,NAPS,1.238,unpleasant,unpleasant,1,72 Germany
1.081081081,NAPS,5.426,unpleasant,pleasant,0,20 Germany
1.081081081,NAPS,0.864,unpleasant,unpleasant,1,42 Germany
1.081081081,NAPS,1.275,unpleasant,unpleasant,1,80 Germany
1.081081081,NAPS,2.51,unpleasant,unpleasant,1,68 Germany
