pic_mean,pic_origin,RT,S,R,AC,s
5.108108108,NAPS,2.105,pleasant,pleasant,1,53 Germany
5.108108108,NAPS,3.897,pleasant,unpleasant,0,81 Germany
5.108108108,NAPS,3.471,pleasant,pleasant,1,67 Germany
5.108108108,NAPS,1.807,pleasant,unpleasant,0,69 Germany
5.108108108,NAPS,2.403,pleasant,pleasant,1,23 Germany
5.108108108,NAPS,3.907,pleasant,pleasant,1,17 Germany
5.108108108,NAPS,5.485,pleasant,pleasant,1,19 Germany
5.108108108,NAPS,1.982,pleasant,unpleasant,0,63 Germany
5.108108108,NAPS,1.097,pleasant,pleasant,1,7 Germany
5.108108108,NAPS,1.092,pleasant,pleasant,1,55 Germany
5.108108108,NAPS,1.064,pleasant,pleasant,1,65 Germany
5.108108108,NAPS,3.312,pleasant,pleasant,1,71 Germany
5.108108108,NAPS,1.167,pleasant,pleasant,1,61 Germany
5.108108108,NAPS,2.287,pleasant,pleasant,1,47 Germany
5.108108108,NAPS,2.316,pleasant,pleasant,1,27 Germany
5.108108108,NAPS,2.934,pleasant,pleasant,1,1 Germany
5.108108108,NAPS,2.06,pleasant,unpleasant,0,3 Germany
5.108108108,NAPS,5.763,pleasant,pleasant,1,73 Germany
5.108108108,NAPS,1.157,pleasant,unpleasant,0,29 Germany
5.108108108,NAPS,4.331,pleasant,unpleasant,0,31 Germany
5.108108108,NAPS,4.632,pleasant,pleasant,1,43 Germany
5.108108108,NAPS,2.656,pleasant,unpleasant,0,21 Germany
5.108108108,NAPS,3.897,pleasant,unpleasant,0,5 Germany
5.108108108,NAPS,2.713,pleasant,unpleasant,0,49 Germany
5.108108108,NAPS,0.896,pleasant,pleasant,1,35 Germany
5.108108108,NAPS,3.663,pleasant,unpleasant,0,37 Germany
5.108108108,NAPS,1.113,pleasant,pleasant,1,51 Germany
5.108108108,NAPS,2.973,pleasant,pleasant,1,57 Germany
5.108108108,NAPS,1.567,pleasant,unpleasant,0,13 Germany
5.108108108,NAPS,4.093,pleasant,pleasant,1,41 Germany
5.108108108,NAPS,2.595,pleasant,pleasant,1,75 Germany
3.081081081,NAPS,1.83,unpleasant,unpleasant,1,27 Germany
3.081081081,NAPS,2.46,unpleasant,unpleasant,1,57 Germany
3.081081081,NAPS,1.244,unpleasant,unpleasant,1,37 Germany
3.081081081,NAPS,1.775,unpleasant,unpleasant,1,79 Germany
3.081081081,NAPS,1.301,unpleasant,unpleasant,1,17 Germany
3.081081081,NAPS,1.228,unpleasant,unpleasant,1,61 Germany
3.081081081,NAPS,0.889,unpleasant,unpleasant,1,55 Germany
3.081081081,NAPS,6.949,unpleasant,unpleasant,1,9 Germany
3.081081081,NAPS,1.485,unpleasant,unpleasant,1,31 Germany
3.081081081,NAPS,1.129,unpleasant,unpleasant,1,43 Germany
3.081081081,NAPS,1.236,unpleasant,unpleasant,1,3 Germany
3.081081081,NAPS,1.949,unpleasant,unpleasant,1,71 Germany
3.081081081,NAPS,3.035,unpleasant,unpleasant,1,63 Germany
3.081081081,NAPS,1.796,unpleasant,unpleasant,1,41 Germany
3.081081081,NAPS,1.159,unpleasant,unpleasant,1,69 Germany
3.081081081,NAPS,1.515,unpleasant,pleasant,0,35 Germany
3.081081081,NAPS,2.914,unpleasant,unpleasant,1,15 Germany
3.081081081,NAPS,1.555,unpleasant,unpleasant,1,53 Germany
3.081081081,NAPS,2.848,unpleasant,unpleasant,1,23 Germany
3.081081081,NAPS,2.715,unpleasant,unpleasant,1,59 Germany
3.081081081,NAPS,1.982,unpleasant,unpleasant,1,45 Germany
3.081081081,NAPS,5.52,unpleasant,unpleasant,1,11 Germany
3.081081081,NAPS,1.241,unpleasant,unpleasant,1,77 Germany
3.081081081,NAPS,0.99,unpleasant,unpleasant,1,25 Germany
3.081081081,NAPS,1.266,unpleasant,unpleasant,1,13 Germany
3.081081081,NAPS,3.565,unpleasant,unpleasant,1,47 Germany
3.081081081,NAPS,1.038,unpleasant,unpleasant,1,7 Germany
3.081081081,NAPS,0.955,unpleasant,unpleasant,1,39 Germany
3.081081081,NAPS,1.406,unpleasant,unpleasant,1,29 Germany
3.081081081,NAPS,1.531,unpleasant,unpleasant,1,81 Germany
3.081081081,NAPS,1.077,unpleasant,unpleasant,1,49 Germany
3.081081081,NAPS,1.865,unpleasant,unpleasant,1,21 Germany
3.081081081,NAPS,1.356,unpleasant,unpleasant,1,75 Germany
3.081081081,NAPS,2.754,unpleasant,unpleasant,1,51 Germany
3.081081081,NAPS,1.531,unpleasant,unpleasant,1,5 Germany
3.081081081,NAPS,1.007,unpleasant,unpleasant,1,65 Germany
3.081081081,NAPS,1.919,unpleasant,unpleasant,1,1 Germany
3.081081081,NAPS,5.093,unpleasant,unpleasant,1,67 Germany
5.540540541,NAPS,6.142,pleasant,unpleasant,0,47 Germany
5.540540541,NAPS,0.847,pleasant,pleasant,1,15 Germany
5.540540541,NAPS,1.727,pleasant,unpleasant,0,53 Germany
5.540540541,NAPS,1.407,pleasant,pleasant,1,67 Germany
5.540540541,NAPS,1.51,pleasant,unpleasant,0,77 Germany
5.540540541,NAPS,1.769,pleasant,pleasant,1,11 Germany
5.540540541,NAPS,1.234,pleasant,unpleasant,0,43 Germany
5.540540541,NAPS,2.425,pleasant,unpleasant,0,57 Germany
5.540540541,NAPS,1.311,pleasant,pleasant,1,23 Germany
5.540540541,NAPS,0.854,pleasant,pleasant,1,51 Germany
5.540540541,NAPS,1.023,pleasant,unpleasant,0,65 Germany
5.540540541,NAPS,1.474,pleasant,pleasant,1,1 Germany
5.540540541,NAPS,1.077,pleasant,unpleasant,0,17 Germany
5.540540541,NAPS,1.119,pleasant,pleasant,1,7 Germany
5.540540541,NAPS,2.28,pleasant,unpleasant,0,75 Germany
5.540540541,NAPS,1.201,pleasant,pleasant,1,31 Germany
5.540540541,NAPS,2.036,pleasant,pleasant,1,5 Germany
5.540540541,NAPS,1.118,pleasant,unpleasant,0,69 Germany
5.540540541,NAPS,1.836,pleasant,pleasant,1,41 Germany
5.540540541,NAPS,3.035,pleasant,pleasant,1,19 Germany
5.540540541,NAPS,1.229,pleasant,unpleasant,0,49 Germany
5.540540541,NAPS,4.719,pleasant,pleasant,1,29 Germany
5.540540541,NAPS,1.266,pleasant,pleasant,1,45 Germany
5.540540541,NAPS,2.214,pleasant,pleasant,1,71 Germany
5.540540541,NAPS,1.605,pleasant,pleasant,1,27 Germany
5.540540541,NAPS,2.635,pleasant,pleasant,1,73 Germany
5.540540541,NAPS,1.71,pleasant,unpleasant,0,25 Germany
5.540540541,NAPS,1.399,pleasant,pleasant,1,61 Germany
5.540540541,NAPS,1.483,pleasant,pleasant,1,37 Germany
5.540540541,NAPS,1.672,pleasant,unpleasant,0,21 Germany
5.540540541,NAPS,0.841,pleasant,pleasant,1,35 Germany
5.540540541,NAPS,1.797,pleasant,unpleasant,0,3 Germany
5.540540541,NAPS,0.857,pleasant,pleasant,1,55 Germany
5.540540541,NAPS,2.036,pleasant,pleasant,1,81 Germany
5.540540541,NAPS,1.616,pleasant,pleasant,1,39 Germany
5.540540541,NAPS,1.367,pleasant,pleasant,1,13 Germany
5.540540541,NAPS,1.695,pleasant,pleasant,1,59 Germany
5.216216216,NAPS,1.484,pleasant,pleasant,1,69 Germany
5.216216216,NAPS,2.119,pleasant,unpleasant,0,81 Germany
5.216216216,NAPS,1.55,pleasant,pleasant,1,43 Germany
5.216216216,NAPS,2.059,pleasant,pleasant,1,31 Germany
5.216216216,NAPS,1.664,pleasant,pleasant,1,59 Germany
5.216216216,NAPS,1.373,pleasant,pleasant,1,67 Germany
5.216216216,NAPS,1.775,pleasant,pleasant,1,1 Germany
5.216216216,NAPS,0.827,pleasant,unpleasant,0,17 Germany
5.216216216,NAPS,1.876,pleasant,pleasant,1,79 Germany
5.216216216,NAPS,4.892,pleasant,pleasant,1,57 Germany
5.216216216,NAPS,2.576,pleasant,pleasant,1,75 Germany
5.216216216,NAPS,2.126,pleasant,pleasant,1,3 Germany
5.216216216,NAPS,2.42,pleasant,unpleasant,0,49 Germany
5.216216216,NAPS,2.409,pleasant,unpleasant,0,53 Germany
5.216216216,NAPS,2.532,pleasant,pleasant,1,27 Germany
5.216216216,NAPS,0.907,pleasant,pleasant,1,55 Germany
5.216216216,NAPS,0.72,pleasant,pleasant,1,35 Germany
5.216216216,NAPS,1.085,pleasant,pleasant,1,77 Germany
5.216216216,NAPS,2.119,pleasant,unpleasant,0,5 Germany
5.216216216,NAPS,1.322,pleasant,pleasant,1,15 Germany
5.216216216,NAPS,0.906,pleasant,unpleasant,0,29 Germany
5.216216216,NAPS,1.895,pleasant,unpleasant,0,21 Germany
5.216216216,NAPS,2.33,pleasant,unpleasant,0,45 Germany
5.216216216,NAPS,4.266,pleasant,pleasant,1,9 Germany
5.216216216,NAPS,0.706,pleasant,unpleasant,0,65 Germany
5.216216216,NAPS,1.066,pleasant,pleasant,1,7 Germany
5.216216216,NAPS,0.979,pleasant,pleasant,1,61 Germany
5.216216216,NAPS,1.379,pleasant,pleasant,1,63 Germany
5.216216216,NAPS,1.542,pleasant,pleasant,1,11 Germany
5.216216216,NAPS,3.795,pleasant,pleasant,1,47 Germany
5.216216216,NAPS,1.651,pleasant,unpleasant,0,41 Germany
5.216216216,NAPS,3.126,pleasant,pleasant,1,71 Germany
5.216216216,NAPS,1.666,pleasant,pleasant,1,19 Germany
5.216216216,NAPS,1.129,pleasant,pleasant,1,37 Germany
5.216216216,NAPS,2.043,pleasant,pleasant,1,39 Germany
5.216216216,NAPS,0.999,pleasant,unpleasant,0,13 Germany
5.216216216,NAPS,0.587,pleasant,pleasant,1,51 Germany
5.216216216,NAPS,1.115,pleasant,pleasant,1,23 Germany
5.216216216,NAPS,2.025,pleasant,unpleasant,0,25 Germany
2.216216216,NAPS,1.306,unpleasant,unpleasant,1,7 Germany
2.216216216,NAPS,3.08,unpleasant,unpleasant,1,23 Germany
2.216216216,NAPS,1.512,unpleasant,unpleasant,1,25 Germany
2.216216216,NAPS,5.652,unpleasant,unpleasant,1,19 Germany
2.216216216,NAPS,2.308,unpleasant,unpleasant,1,17 Germany
2.216216216,NAPS,2.084,unpleasant,unpleasant,1,49 Germany
2.216216216,NAPS,2.449,unpleasant,pleasant,0,45 Germany
2.216216216,NAPS,3.057,unpleasant,unpleasant,1,11 Germany
2.216216216,NAPS,1.031,unpleasant,unpleasant,1,55 Germany
2.216216216,NAPS,1.806,unpleasant,unpleasant,1,75 Germany
2.216216216,NAPS,1.663,unpleasant,unpleasant,1,69 Germany
2.216216216,NAPS,3.536,unpleasant,unpleasant,1,31 Germany
2.216216216,NAPS,1.394,unpleasant,unpleasant,1,37 Germany
2.216216216,NAPS,2.973,unpleasant,unpleasant,1,35 Germany
2.216216216,NAPS,1.399,unpleasant,unpleasant,1,39 Germany
2.216216216,NAPS,3.077,unpleasant,unpleasant,1,71 Germany
2.216216216,NAPS,1.254,unpleasant,unpleasant,1,77 Germany
2.216216216,NAPS,2.299,unpleasant,unpleasant,1,15 Germany
2.216216216,NAPS,1.975,unpleasant,unpleasant,1,43 Germany
2.216216216,NAPS,2.954,unpleasant,unpleasant,1,63 Germany
2.216216216,NAPS,1.71,unpleasant,pleasant,0,61 Germany
2.216216216,NAPS,1.447,unpleasant,unpleasant,1,3 Germany
2.216216216,NAPS,2.933,unpleasant,unpleasant,1,41 Germany
2.216216216,NAPS,2.592,unpleasant,pleasant,0,81 Germany
2.216216216,NAPS,1.209,unpleasant,unpleasant,1,65 Germany
2.216216216,NAPS,1.666,unpleasant,unpleasant,1,13 Germany
2.216216216,NAPS,2.158,unpleasant,unpleasant,1,21 Germany
2.216216216,NAPS,1.441,unpleasant,unpleasant,1,53 Germany
2.216216216,NAPS,2.592,unpleasant,pleasant,0,5 Germany
2.216216216,NAPS,1.016,unpleasant,unpleasant,1,51 Germany
2.216216216,NAPS,3.096,unpleasant,unpleasant,1,59 Germany
2.216216216,NAPS,2.144,unpleasant,unpleasant,1,57 Germany
2.216216216,NAPS,2.512,unpleasant,pleasant,0,67 Germany
2.216216216,NAPS,2.442,unpleasant,unpleasant,1,27 Germany
2.216216216,NAPS,1.911,unpleasant,unpleasant,1,1 Germany
2.216216216,NAPS,2.789,unpleasant,unpleasant,1,79 Germany
3.162162162,NAPS,1.124,unpleasant,unpleasant,1,21 Germany
3.162162162,NAPS,0.794,unpleasant,unpleasant,1,17 Germany
3.162162162,NAPS,0.59,unpleasant,unpleasant,1,35 Germany
3.162162162,NAPS,0.786,unpleasant,unpleasant,1,15 Germany
3.162162162,NAPS,4.223,unpleasant,pleasant,0,39 Germany
3.162162162,NAPS,1.006,unpleasant,unpleasant,1,63 Germany
3.162162162,NAPS,2.349,unpleasant,unpleasant,1,27 Germany
3.162162162,NAPS,1.666,unpleasant,unpleasant,1,55 Germany
3.162162162,NAPS,3.293,unpleasant,pleasant,0,5 Germany
3.162162162,NAPS,2.276,unpleasant,unpleasant,1,41 Germany
3.162162162,NAPS,2.928,unpleasant,unpleasant,1,67 Germany
3.162162162,NAPS,1.151,unpleasant,unpleasant,1,13 Germany
3.162162162,NAPS,1.308,unpleasant,unpleasant,1,31 Germany
3.162162162,NAPS,0.806,unpleasant,unpleasant,1,57 Germany
3.162162162,NAPS,1.167,unpleasant,unpleasant,1,11 Germany
3.162162162,NAPS,0.873,unpleasant,unpleasant,1,77 Germany
3.162162162,NAPS,2.485,unpleasant,pleasant,0,53 Germany
3.162162162,NAPS,1.475,unpleasant,unpleasant,1,19 Germany
3.162162162,NAPS,1.149,unpleasant,unpleasant,1,69 Germany
3.162162162,NAPS,0.802,unpleasant,unpleasant,1,71 Germany
3.162162162,NAPS,2.23,unpleasant,pleasant,0,29 Germany
3.162162162,NAPS,1.545,unpleasant,unpleasant,1,49 Germany
3.162162162,NAPS,1.083,unpleasant,unpleasant,1,7 Germany
3.162162162,NAPS,1.02,unpleasant,unpleasant,1,59 Germany
3.162162162,NAPS,2.027,unpleasant,unpleasant,1,1 Germany
3.162162162,NAPS,5.773,unpleasant,unpleasant,1,73 Germany
3.162162162,NAPS,0.799,unpleasant,unpleasant,1,79 Germany
3.162162162,NAPS,0.948,unpleasant,unpleasant,1,47 Germany
3.162162162,NAPS,0.881,unpleasant,unpleasant,1,51 Germany
3.162162162,NAPS,0.755,unpleasant,unpleasant,1,43 Germany
3.162162162,NAPS,3.293,unpleasant,pleasant,0,81 Germany
3.162162162,NAPS,0.953,unpleasant,unpleasant,1,37 Germany
3.162162162,NAPS,0.76,unpleasant,unpleasant,1,75 Germany
3.162162162,NAPS,0.965,unpleasant,unpleasant,1,23 Germany
3.162162162,NAPS,0.68,unpleasant,unpleasant,1,65 Germany
3.162162162,NAPS,1.418,unpleasant,pleasant,0,45 Germany
3.162162162,NAPS,3.386,unpleasant,unpleasant,1,9 Germany
3.162162162,NAPS,0.974,unpleasant,unpleasant,1,25 Germany
3.162162162,NAPS,1.163,unpleasant,unpleasant,1,61 Germany
3.162162162,NAPS,1.857,unpleasant,unpleasant,1,3 Germany
2.540540541,NAPS,0.872,unpleasant,unpleasant,1,47 Germany
2.540540541,NAPS,3.813,unpleasant,unpleasant,1,43 Germany
2.540540541,NAPS,1.003,unpleasant,unpleasant,1,27 Germany
2.540540541,NAPS,0.665,unpleasant,unpleasant,1,79 Germany
2.540540541,NAPS,0.792,unpleasant,unpleasant,1,21 Germany
2.540540541,NAPS,1.292,unpleasant,unpleasant,1,19 Germany
2.540540541,NAPS,2.07,unpleasant,unpleasant,1,5 Germany
2.540540541,NAPS,0.934,unpleasant,unpleasant,1,45 Germany
2.540540541,NAPS,2.53,unpleasant,unpleasant,1,29 Germany
2.540540541,NAPS,0.829,unpleasant,unpleasant,1,23 Germany
2.540540541,NAPS,1.046,unpleasant,unpleasant,1,25 Germany
2.540540541,NAPS,0.557,unpleasant,unpleasant,1,35 Germany
2.540540541,NAPS,1.019,unpleasant,unpleasant,1,3 Germany
2.540540541,NAPS,0.945,unpleasant,unpleasant,1,31 Germany
2.540540541,NAPS,1.216,unpleasant,unpleasant,1,75 Germany
2.540540541,NAPS,0.921,unpleasant,unpleasant,1,55 Germany
2.540540541,NAPS,0.915,unpleasant,unpleasant,1,13 Germany
2.540540541,NAPS,1.042,unpleasant,unpleasant,1,69 Germany
2.540540541,NAPS,2.164,unpleasant,unpleasant,1,41 Germany
2.540540541,NAPS,0.604,unpleasant,unpleasant,1,49 Germany
2.540540541,NAPS,1.473,unpleasant,unpleasant,1,11 Germany
2.540540541,NAPS,1.645,unpleasant,unpleasant,1,1 Germany
2.540540541,NAPS,2.818,unpleasant,pleasant,0,39 Germany
2.540540541,NAPS,1.792,unpleasant,unpleasant,1,77 Germany
2.540540541,NAPS,6.351,unpleasant,pleasant,0,73 Germany
2.540540541,NAPS,1.271,unpleasant,unpleasant,1,67 Germany
2.540540541,NAPS,0.722,unpleasant,unpleasant,1,59 Germany
2.540540541,NAPS,0.791,unpleasant,unpleasant,1,63 Germany
2.540540541,NAPS,0.837,unpleasant,unpleasant,1,71 Germany
2.540540541,NAPS,6.786,unpleasant,pleasant,0,9 Germany
2.540540541,NAPS,0.598,unpleasant,unpleasant,1,65 Germany
2.540540541,NAPS,0.776,unpleasant,unpleasant,1,15 Germany
2.540540541,NAPS,2.07,unpleasant,unpleasant,1,81 Germany
2.540540541,NAPS,0.892,unpleasant,unpleasant,1,37 Germany
2.540540541,NAPS,2.408,unpleasant,pleasant,0,53 Germany
2.540540541,NAPS,0.615,unpleasant,unpleasant,1,7 Germany
2.540540541,NAPS,0.685,unpleasant,unpleasant,1,51 Germany
2.540540541,NAPS,1.58,unpleasant,unpleasant,1,57 Germany
2.540540541,NAPS,0.584,unpleasant,unpleasant,1,17 Germany
2.540540541,NAPS,1.371,unpleasant,pleasant,0,61 Germany
2.324324324,NAPS,0.945,unpleasant,unpleasant,1,79 Germany
2.324324324,NAPS,1.378,unpleasant,unpleasant,1,11 Germany
2.324324324,NAPS,2.133,unpleasant,unpleasant,1,63 Germany
2.324324324,NAPS,2.155,unpleasant,unpleasant,1,5 Germany
2.324324324,NAPS,1.108,unpleasant,unpleasant,1,41 Germany
2.324324324,NAPS,2.473,unpleasant,unpleasant,1,9 Germany
2.324324324,NAPS,1.734,unpleasant,unpleasant,1,65 Germany
2.324324324,NAPS,1.934,unpleasant,unpleasant,1,37 Germany
2.324324324,NAPS,1.045,unpleasant,unpleasant,1,61 Germany
2.324324324,NAPS,3.954,unpleasant,unpleasant,1,15 Germany
2.324324324,NAPS,1.17,unpleasant,unpleasant,1,31 Germany
2.324324324,NAPS,0.993,unpleasant,unpleasant,1,17 Germany
2.324324324,NAPS,2.456,unpleasant,unpleasant,1,25 Germany
2.324324324,NAPS,1.79,unpleasant,unpleasant,1,1 Germany
2.324324324,NAPS,1.665,unpleasant,unpleasant,1,3 Germany
2.324324324,NAPS,1.046,unpleasant,unpleasant,1,27 Germany
2.324324324,NAPS,1.079,unpleasant,unpleasant,1,23 Germany
2.324324324,NAPS,0.905,unpleasant,unpleasant,1,7 Germany
2.324324324,NAPS,0.855,unpleasant,unpleasant,1,77 Germany
2.324324324,NAPS,1.3,unpleasant,unpleasant,1,19 Germany
2.324324324,NAPS,0.99,unpleasant,unpleasant,1,69 Germany
2.324324324,NAPS,1.893,unpleasant,unpleasant,1,21 Germany
2.324324324,NAPS,0.912,unpleasant,unpleasant,1,57 Germany
2.324324324,NAPS,1.651,unpleasant,unpleasant,1,67 Germany
2.324324324,NAPS,3.304,unpleasant,unpleasant,1,73 Germany
2.324324324,NAPS,1.319,unpleasant,unpleasant,1,39 Germany
2.324324324,NAPS,1.528,unpleasant,unpleasant,1,45 Germany
2.324324324,NAPS,2.155,unpleasant,unpleasant,1,81 Germany
2.324324324,NAPS,0.899,unpleasant,unpleasant,1,43 Germany
2.324324324,NAPS,1.145,unpleasant,unpleasant,1,13 Germany
2.324324324,NAPS,1.184,unpleasant,unpleasant,1,75 Germany
2.324324324,NAPS,2.207,unpleasant,unpleasant,1,49 Germany
2.324324324,NAPS,0.967,unpleasant,unpleasant,1,55 Germany
2.324324324,NAPS,0.739,unpleasant,unpleasant,1,59 Germany
2.324324324,NAPS,1.099,unpleasant,unpleasant,1,71 Germany
2.324324324,NAPS,1.139,unpleasant,unpleasant,1,29 Germany
2.324324324,NAPS,1.038,unpleasant,unpleasant,1,51 Germany
2.324324324,NAPS,0.678,unpleasant,unpleasant,1,35 Germany
2.324324324,NAPS,3.866,unpleasant,unpleasant,1,53 Germany
2.324324324,NAPS,3.095,unpleasant,unpleasant,1,47 Germany
1.675675676,NAPS,0.728,unpleasant,unpleasant,1,77 Germany
1.675675676,NAPS,0.616,unpleasant,unpleasant,1,35 Germany
1.675675676,NAPS,0.973,unpleasant,unpleasant,1,63 Germany
1.675675676,NAPS,1.715,unpleasant,unpleasant,1,5 Germany
1.675675676,NAPS,1.461,unpleasant,unpleasant,1,75 Germany
1.675675676,NAPS,1.043,unpleasant,unpleasant,1,31 Germany
1.675675676,NAPS,0.937,unpleasant,unpleasant,1,13 Germany
1.675675676,NAPS,1.715,unpleasant,unpleasant,1,81 Germany
1.675675676,NAPS,1.17,unpleasant,unpleasant,1,11 Germany
1.675675676,NAPS,1.21,unpleasant,unpleasant,1,37 Germany
1.675675676,NAPS,1.075,unpleasant,unpleasant,1,51 Germany
1.675675676,NAPS,1.341,unpleasant,unpleasant,1,45 Germany
1.675675676,NAPS,1.151,unpleasant,unpleasant,1,19 Germany
1.675675676,NAPS,1.144,unpleasant,unpleasant,1,79 Germany
1.675675676,NAPS,0.74,unpleasant,unpleasant,1,65 Germany
1.675675676,NAPS,1.372,unpleasant,unpleasant,1,55 Germany
1.675675676,NAPS,0.934,unpleasant,pleasant,0,15 Germany
1.675675676,NAPS,0.838,unpleasant,unpleasant,1,69 Germany
1.675675676,NAPS,1.765,unpleasant,unpleasant,1,7 Germany
1.675675676,NAPS,1.407,unpleasant,unpleasant,1,27 Germany
1.675675676,NAPS,1.293,unpleasant,unpleasant,1,1 Germany
1.675675676,NAPS,5.995,unpleasant,unpleasant,1,47 Germany
1.675675676,NAPS,1.106,unpleasant,unpleasant,1,3 Germany
1.675675676,NAPS,3.166,unpleasant,pleasant,0,9 Germany
1.675675676,NAPS,0.743,unpleasant,pleasant,0,29 Germany
1.675675676,NAPS,0.775,unpleasant,unpleasant,1,49 Germany
1.675675676,NAPS,0.834,unpleasant,unpleasant,1,17 Germany
1.675675676,NAPS,2.933,unpleasant,unpleasant,1,53 Germany
1.675675676,NAPS,1.344,unpleasant,unpleasant,1,39 Germany
1.675675676,NAPS,2.252,unpleasant,unpleasant,1,23 Germany
1.675675676,NAPS,0.875,unpleasant,unpleasant,1,25 Germany
1.675675676,NAPS,0.799,unpleasant,pleasant,0,61 Germany
1.675675676,NAPS,1.041,unpleasant,unpleasant,1,73 Germany
1.675675676,NAPS,0.771,unpleasant,unpleasant,1,21 Germany
1.675675676,NAPS,0.802,unpleasant,unpleasant,1,41 Germany
1.675675676,NAPS,0.883,unpleasant,unpleasant,1,59 Germany
1.675675676,NAPS,0.64,unpleasant,unpleasant,1,71 Germany
1.675675676,NAPS,0.87,unpleasant,unpleasant,1,57 Germany
1.675675676,NAPS,6.042,unpleasant,unpleasant,1,67 Germany
1.675675676,NAPS,3.786,unpleasant,unpleasant,1,43 Germany
3.567567568,NAPS,1.641,unpleasant,unpleasant,1,49 Germany
3.567567568,NAPS,1.791,unpleasant,unpleasant,1,21 Germany
3.567567568,NAPS,3.318,unpleasant,pleasant,0,53 Germany
3.567567568,NAPS,0.712,unpleasant,unpleasant,1,65 Germany
3.567567568,NAPS,5.599,unpleasant,pleasant,0,19 Germany
3.567567568,NAPS,0.916,unpleasant,unpleasant,1,37 Germany
3.567567568,NAPS,2.132,unpleasant,unpleasant,1,41 Germany
3.567567568,NAPS,1.312,unpleasant,unpleasant,1,43 Germany
3.567567568,NAPS,1.61,unpleasant,unpleasant,1,27 Germany
3.567567568,NAPS,2.515,unpleasant,unpleasant,1,11 Germany
3.567567568,NAPS,1.568,unpleasant,unpleasant,1,69 Germany
3.567567568,NAPS,1.415,unpleasant,pleasant,0,81 Germany
3.567567568,NAPS,3.714,unpleasant,pleasant,0,23 Germany
3.567567568,NAPS,1.078,unpleasant,unpleasant,1,17 Germany
3.567567568,NAPS,3.791,unpleasant,unpleasant,1,15 Germany
3.567567568,NAPS,6.281,unpleasant,pleasant,0,39 Germany
3.567567568,NAPS,2.371,unpleasant,unpleasant,1,35 Germany
3.567567568,NAPS,1.415,unpleasant,unpleasant,1,59 Germany
3.567567568,NAPS,4.6,unpleasant,unpleasant,1,73 Germany
3.567567568,NAPS,0.857,unpleasant,unpleasant,1,55 Germany
3.567567568,NAPS,1.783,unpleasant,unpleasant,1,47 Germany
3.567567568,NAPS,1.817,unpleasant,unpleasant,1,25 Germany
3.567567568,NAPS,2.188,unpleasant,unpleasant,1,71 Germany
3.567567568,NAPS,1.051,unpleasant,pleasant,0,61 Germany
3.567567568,NAPS,1.349,unpleasant,unpleasant,1,63 Germany
3.567567568,NAPS,1.929,unpleasant,unpleasant,1,75 Germany
3.567567568,NAPS,1.019,unpleasant,unpleasant,1,13 Germany
3.567567568,NAPS,1.671,unpleasant,unpleasant,1,3 Germany
3.567567568,NAPS,2.255,unpleasant,pleasant,0,79 Germany
3.567567568,NAPS,1.415,unpleasant,pleasant,0,5 Germany
3.567567568,NAPS,4.386,unpleasant,unpleasant,1,31 Germany
3.567567568,NAPS,1.278,unpleasant,unpleasant,1,7 Germany
3.567567568,NAPS,1.721,unpleasant,unpleasant,1,29 Germany
3.567567568,NAPS,1.282,unpleasant,unpleasant,1,51 Germany
3.567567568,NAPS,1.062,unpleasant,unpleasant,1,77 Germany
3.567567568,NAPS,2.303,unpleasant,pleasant,0,1 Germany
3.567567568,NAPS,1.045,unpleasant,unpleasant,1,57 Germany
3.567567568,NAPS,3.964,unpleasant,unpleasant,1,67 Germany
3.567567568,NAPS,1.213,unpleasant,pleasant,0,45 Germany
2.621621622,NAPS,0.928,unpleasant,unpleasant,1,63 Germany
2.621621622,NAPS,1.351,unpleasant,unpleasant,1,13 Germany
2.621621622,NAPS,0.889,unpleasant,unpleasant,1,79 Germany
2.621621622,NAPS,3.555,unpleasant,unpleasant,1,73 Germany
2.621621622,NAPS,0.836,unpleasant,unpleasant,1,65 Germany
2.621621622,NAPS,1.927,unpleasant,unpleasant,1,45 Germany
2.621621622,NAPS,0.628,unpleasant,unpleasant,1,55 Germany
2.621621622,NAPS,0.529,unpleasant,unpleasant,1,35 Germany
2.621621622,NAPS,2.849,unpleasant,unpleasant,1,1 Germany
2.621621622,NAPS,1.741,unpleasant,unpleasant,1,15 Germany
2.621621622,NAPS,1.158,unpleasant,unpleasant,1,7 Germany
2.621621622,NAPS,2.145,unpleasant,unpleasant,1,75 Germany
2.621621622,NAPS,1.801,unpleasant,unpleasant,1,57 Germany
2.621621622,NAPS,0.77,unpleasant,unpleasant,1,77 Germany
2.621621622,NAPS,0.788,unpleasant,pleasant,0,39 Germany
2.621621622,NAPS,3.555,unpleasant,unpleasant,1,29 Germany
2.621621622,NAPS,1.405,unpleasant,unpleasant,1,69 Germany
2.621621622,NAPS,2.856,unpleasant,unpleasant,1,67 Germany
2.621621622,NAPS,0.885,unpleasant,unpleasant,1,3 Germany
2.621621622,NAPS,1.158,unpleasant,unpleasant,1,19 Germany
2.621621622,NAPS,0.849,unpleasant,unpleasant,1,17 Germany
2.621621622,NAPS,0.691,unpleasant,unpleasant,1,59 Germany
2.621621622,NAPS,1.6,unpleasant,unpleasant,1,27 Germany
2.621621622,NAPS,3.32,unpleasant,unpleasant,1,53 Germany
2.621621622,NAPS,1.378,unpleasant,unpleasant,1,21 Germany
